index,Date,temp,humidity,precip,snow,snowdepth,windspeed,winddir,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions,solar_production
1610,2022-01-08 16:10:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.6324581818181785
1611,2022-01-08 16:15:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.7330072727272725
1612,2022-01-08 16:20:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.8678545454545405
1613,2022-01-08 16:25:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.6461163636363663
1614,2022-01-08 16:30:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.602381818181818
1615,2022-01-08 16:35:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.5532036363636372
1616,2022-01-08 16:40:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.5006327272727304
1617,2022-01-08 16:45:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.446916363636362
1618,2022-01-08 16:50:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.3991018181818204
1619,2022-01-08 16:55:00,26.61111111111111,30.73,0.0,0.0,0.0,6.2,253.0,28.0,2.4,930.0,3.3,9.0,Clear,1.2497672727272775
1620,2022-01-08 17:00:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,1.2625963636363673
1621,2022-01-08 17:05:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,1.34621454545455
1622,2022-01-08 17:10:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,1.143992727272725
1623,2022-01-08 17:15:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,1.083916363636365
1624,2022-01-08 17:20:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,1.0217018181818145
1625,2022-01-08 17:25:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.940090909090906
1626,2022-01-08 17:30:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.8812581818181813
1627,2022-01-08 17:35:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.8184218181818168
1628,2022-01-08 17:40:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.7138690909090906
1629,2022-01-08 17:45:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.7165636363636348
1630,2022-01-08 17:50:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.7561309090909056
1631,2022-01-08 17:55:00,27.44444444444445,27.38,0.0,0.0,0.0,7.1,262.0,,0.0,844.0,3.0,8.0,Clear,0.6319636363636363
1632,2022-01-08 18:00:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.5784981818181789
1633,2022-01-08 18:05:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.529658181818183
1634,2022-01-08 18:10:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.4883890909090926
1635,2022-01-08 18:15:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.4579309090909089
1636,2022-01-08 18:20:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.4516363636363653
1637,2022-01-08 18:25:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.3932290909090907
1638,2022-01-08 18:30:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.4199127272727285
1639,2022-01-08 18:35:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.45485454545454546
1640,2022-01-08 18:40:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.37701818181817914
1641,2022-01-08 18:45:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.3629454545454575
1642,2022-01-08 18:50:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.3573818181818186
1643,2022-01-08 18:55:00,27.5,27.42,0.0,0.0,0.0,7.1,274.0,,0.0,719.0,2.6,7.0,Clear,0.3484254545454568
1644,2022-01-08 19:00:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.3343854545454535
1645,2022-01-08 19:05:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.31629818181818337
1646,2022-01-08 19:10:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.2802109090909126
1647,2022-01-08 19:15:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.2682436363636356
1648,2022-01-08 19:20:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.27774545454545835
1649,2022-01-08 19:25:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.2154763636363645
1650,2022-01-08 19:30:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.1923600000000001
1651,2022-01-08 19:35:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.17384727272727218
1652,2022-01-08 19:40:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.15911999999999887
1653,2022-01-08 19:45:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.14139272727272292
1654,2022-01-08 19:50:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.12337090909090878
1655,2022-01-08 19:55:00,27.44444444444445,29.55,0.0,0.0,0.0,7.1,283.0,28.0,9.5,585.0,2.1,6.0,Clear,0.10644000000000116
1656,2022-01-08 20:00:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.09158181818181599
1657,2022-01-08 20:05:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.09158181818181599
1658,2022-01-08 20:10:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.07030909090909178
1659,2022-01-08 20:15:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.07029818181817922
1660,2022-01-08 20:20:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.06554181818181348
1661,2022-01-08 20:25:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.05371636363636092
1662,2022-01-08 20:30:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.04315636363636537
1663,2022-01-08 20:35:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.03238909090908945
1664,2022-01-08 20:40:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.023465454545457606
1665,2022-01-08 20:45:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.0203345454545469
1666,2022-01-08 20:50:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.0203345454545469
1667,2022-01-08 20:55:00,26.944444444444446,33.75,0.0,0.0,0.0,2.0,330.8,,100.0,,,,Overcast,0.019800000000002302
1668,2022-01-08 21:00:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,0.019800000000002302
1669,2022-01-08 21:05:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,0.01612363636363832
1670,2022-01-08 21:10:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,0.006632727272728093
1671,2022-01-08 21:15:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,0.0005127272727311163
1672,2022-01-08 21:20:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,0.0005127272727311163
1673,2022-01-08 21:25:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,7.63636363646211e-05
1674,2022-01-08 21:30:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,7.63636363646211e-05
1675,2022-01-08 21:35:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,7.63636363646211e-05
1676,2022-01-08 21:40:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,3.2727272726033746e-05
1677,2022-01-08 21:45:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,3.2727272726033746e-05
1678,2022-01-08 21:50:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,1.0909090908677916e-05
1679,2022-01-08 21:55:00,25.555555555555557,34.45,0.0,0.0,0.0,9.3,323.0,,0.0,134.0,0.5,1.0,Clear,1.0909090908677916e-05
1680,2022-01-08 22:00:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,1.0909090908677916e-05
1681,2022-01-08 22:05:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,1.0909090908677916e-05
1682,2022-01-08 22:10:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1683,2022-01-08 22:15:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1684,2022-01-08 22:20:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1685,2022-01-08 22:25:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1686,2022-01-08 22:30:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1687,2022-01-08 22:35:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1688,2022-01-08 22:40:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1689,2022-01-08 22:45:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1690,2022-01-08 22:50:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1691,2022-01-08 22:55:00,24.0,39.88,0.0,0.0,0.0,7.3,326.0,21.7,23.8,47.0,0.2,0.0,Partially cloudy,0.0
1692,2022-01-08 23:00:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1693,2022-01-08 23:05:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1694,2022-01-08 23:10:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1695,2022-01-08 23:15:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1696,2022-01-08 23:20:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1697,2022-01-08 23:25:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1698,2022-01-08 23:30:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1699,2022-01-08 23:35:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1700,2022-01-08 23:40:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1701,2022-01-08 23:45:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1702,2022-01-08 23:50:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1703,2022-01-08 23:55:00,22.88888888888889,42.66,0.0,0.0,0.0,7.2,347.0,,0.0,7.0,0.0,0.0,Clear,0.0
1704,2022-01-09 00:00:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1705,2022-01-09 00:05:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1706,2022-01-09 00:10:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1707,2022-01-09 00:15:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1708,2022-01-09 00:20:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1709,2022-01-09 00:25:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1710,2022-01-09 00:30:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1711,2022-01-09 00:35:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1712,2022-01-09 00:40:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1713,2022-01-09 00:45:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1714,2022-01-09 00:50:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1715,2022-01-09 00:55:00,21.83333333333333,47.34,0.0,0.0,0.0,5.4,27.0,,0.0,,,,Clear,0.0
1716,2022-01-09 01:00:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1717,2022-01-09 01:05:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1718,2022-01-09 01:10:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1719,2022-01-09 01:15:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1720,2022-01-09 01:20:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1721,2022-01-09 01:25:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1722,2022-01-09 01:30:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1723,2022-01-09 01:35:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1724,2022-01-09 01:40:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1725,2022-01-09 01:45:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1726,2022-01-09 01:50:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1727,2022-01-09 01:55:00,19.777777777777768,55.27,0.0,0.0,0.0,4.9,336.0,,0.0,,,,Clear,0.0
1728,2022-02-08 02:00:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1729,2022-02-08 02:05:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1730,2022-02-08 02:10:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1731,2022-02-08 02:15:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1732,2022-02-08 02:20:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1733,2022-02-08 02:25:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1734,2022-02-08 02:30:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1735,2022-02-08 02:35:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1736,2022-02-08 02:40:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1737,2022-02-08 02:45:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1738,2022-02-08 02:50:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1739,2022-02-08 02:55:00,19.0,60.37,0.0,0.0,0.0,4.6,335.0,,0.0,,,,Clear,0.0
1740,2022-02-08 03:00:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1741,2022-02-08 03:05:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1742,2022-02-08 03:10:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1743,2022-02-08 03:15:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1744,2022-02-08 03:20:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1745,2022-02-08 03:25:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1746,2022-02-08 03:30:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1747,2022-02-08 03:35:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1748,2022-02-08 03:40:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1749,2022-02-08 03:45:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1750,2022-02-08 03:50:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1751,2022-02-08 03:55:00,18.222222222222218,64.88,0.0,0.0,0.0,4.7,331.0,,0.0,,,,Clear,0.0
1752,2022-02-08 04:00:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1753,2022-02-08 04:05:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1754,2022-02-08 04:10:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1755,2022-02-08 04:15:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1756,2022-02-08 04:20:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1757,2022-02-08 04:25:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1758,2022-02-08 04:30:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1759,2022-02-08 04:35:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1760,2022-02-08 04:40:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1761,2022-02-08 04:45:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1762,2022-02-08 04:50:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1763,2022-02-08 04:55:00,16.88888888888889,71.67,0.0,0.0,0.0,3.2,29.0,,0.0,,,,Clear,0.0
1764,2022-02-08 05:00:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1765,2022-02-08 05:05:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1766,2022-02-08 05:10:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1767,2022-02-08 05:15:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1768,2022-02-08 05:20:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1769,2022-02-08 05:25:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1770,2022-02-08 05:30:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1771,2022-02-08 05:35:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1772,2022-02-08 05:40:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1773,2022-02-08 05:45:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1774,2022-02-08 05:50:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1775,2022-02-08 05:55:00,16.555555555555557,73.19,0.0,0.0,0.0,3.0,15.0,,0.0,,,,Clear,0.0
1776,2022-02-08 06:00:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,6.545454545454545e-05
1777,2022-02-08 06:05:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0002290909090909091
1778,2022-02-08 06:10:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0002290909090909091
1779,2022-02-08 06:15:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0005454545454545455
1780,2022-02-08 06:20:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0005454545454545455
1781,2022-02-08 06:25:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0010581818181818181
1782,2022-02-08 06:30:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0010581818181818181
1783,2022-02-08 06:35:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0016690909090909091
1784,2022-02-08 06:40:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0016690909090909091
1785,2022-02-08 06:45:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0022254545454545457
1786,2022-02-08 06:50:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0023454545454545455
1787,2022-02-08 06:55:00,16.27777777777778,72.96,0.0,0.0,0.0,2.9,50.0,,0.0,,,,Clear,0.0022800000000000003
1788,2022-02-08 07:00:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.010756363636363637
1789,2022-02-08 07:05:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.020716363636363633
1790,2022-02-08 07:10:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.03229090909090909
1791,2022-02-08 07:15:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.04671272727272727
1792,2022-02-08 07:20:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.06284727272727272
1793,2022-02-08 07:25:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.06284727272727272
1794,2022-02-08 07:30:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.10099636363636363
1795,2022-02-08 07:35:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.12
1796,2022-02-08 07:40:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.1376290909090909
1797,2022-02-08 07:45:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.1557490909090909
1798,2022-02-08 07:50:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.17436
1799,2022-02-08 07:55:00,15.666666666666664,74.99,0.0,0.0,0.0,2.4,306.0,12.4,0.0,,,,Clear,0.1839490909090909
1800,2022-02-08 08:00:00,15.111111111111109,77.24,0.0,0.0,0.0,4.0,30.0,,0.0,5.0,0.0,0.0,Clear,0.19255636363636364
1801,2022-02-08 08:05:00,15.111111111111109,77.24,0.0,0.0,0.0,4.0,30.0,,0.0,5.0,0.0,0.0,Clear,0.20070545454545458
1802,2022-02-08 08:10:00,15.111111111111109,77.24,0.0,0.0,0.0,4.0,30.0,,0.0,5.0,0.0,0.0,Clear,0.1862836363636364
1803,2022-02-08 08:15:00,15.111111111111109,77.24,0.0,0.0,0.0,4.0,30.0,,0.0,5.0,0.0,0.0,Clear,0.23639999999999994
1804,2022-02-08 08:20:00,15.111111111111109,77.24,0.0,0.0,0.0,4.0,30.0,,0.0,5.0,0.0,0.0,Clear,0.28445454545454546
1805,2022-02-08 08:25:00,15.111111111111109,77.24,0.0,0.0,0.0,4.0,30.0,,0.0,5.0,0.0,0.0,Clear,0.30117818181818184
